1, 35.54
2, 78.57
3, 84.51
4, 85.73
5, 86.59
6, 87.33
7, 86.86
8, 87.5
9, 87.51
10, 88.84
11, 89.15
12, 89.02
13, 88.91
14, 88.54
15, 89
16, 89.81
17, 89.62
18, 90.26
19, 89.77
20, 90.59
21, 90.16
22, 89.84
23, 90.42
24, 90.89
25, 88.36
26, 90.75
27, 90.63
28, 90.57
29, 88.25
30, 91.26
31, 89.2
32, 91.2
33, 91.25
34, 91.5
35, 91.31
36, 90.94
37, 91.39
38, 91.4
39, 90.7
40, 90.48
